formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId
1	C28H46N2O7S	[M + H]+	C28H47N2O7S+	Fatty acids	1.000	Eicosanoids	0.999	Leukotrienes	0.933	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.990	Eicosanoids	0.950	Leukotrienes	0.929	Leukotrienes	0.929	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Hydroxyeicosatetraenoic acids; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Unsaturated fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Eicosanoids; Leukotrienes; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Thioethers; Carboxylic acids; Thia fatty acids; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Tricarboxylic acids and derivatives; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Gamma-glutamyl amino acids; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	555.311	245	4.08	690679042066877883	690677264248141720	24121
1	C21H35NO4	[M + H]+	C21H36NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.976	Fatty Acyls	0.982	Fatty acid esters	0.897	Acyl carnitines	0.966	Acyl carnitines	0.966	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	366.265	246	4.10	690679001566675618	690677242785886982	24713
1	C19H35NO4	[M + H]+	C19H36NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.995	Fatty Acyls	0.997	Fatty acid esters	0.993	Acyl carnitines	0.992	Acyl carnitines	0.992	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	342.264	246	4.10	690679023683242181	690677239505941029	24657
1	C24H43NO5	[M + H]+	C24H44NO5+	Terpenoids	0.997	Steroids	0.996	Cholane steroids	1.000	Lipids and lipid-like molecules	0.997	Steroids and steroid derivatives	0.999	Bile acids, alcohols and derivatives	0.999	Glycinated bile acids and derivatives	0.526	Glycinated bile acids and derivatives	0.526	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	426.322	246	4.10	690679012702553359	690677256539010393	24376
1	C30H42N4O7	[M + H]+	C30H43N4O7+	Amino acids and Peptides	0.949	Oligopeptides	0.985	Cyclic peptides	0.370	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.999	Amino acids, peptides, and analogues	0.998	Peptides	0.753	Peptides	0.753	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Pyrrolidines; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Pyrrolidine carboxylic acids and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; N-acylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	571.313	247	4.11	690679047599165116	690677264692737979	24679
1	C19H37NO5	[M + H]+	C19H38NO5+	Fatty acids	0.995	Fatty Acids and Conjugates	0.542	Sphingoid bases	0.247	Organic acids and derivatives	0.975	Carboxylic acids and derivatives	0.974	Amino acids, peptides, and analogues	0.571	Amino acids and derivatives	0.570	Amino acids	0.586	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	360.275	247	4.11	690679043765571076	690677241720533701	24603
1	C19H39NO6	[M + H]+	C19H40NO6+	Fatty acids	0.998	Fatty Acids and Conjugates	0.263	Other Octadecanoids	0.248	Organic acids and derivatives	0.994	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.764	Amino acids and derivatives	0.763	Alpha amino acids	0.654	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; Alpha amino acids; Amines; Primary amines; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	378.285	247	4.11	690679059523572774	690677244476191609	23996
1	C24H34O2	[M + H]+	C24H35O2+	Terpenoids	0.845	Steroids	0.586	Cholane steroids	0.177	Lipids and lipid-like molecules	0.991	Steroids and steroid derivatives	0.829	Oxosteroids	0.577			Oxosteroids	0.577	Organic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Oxosteroids; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	355.264	247	4.12	690679039160225062	690677241108165272	24541
1	C17H30N6O4	[M + H]+	C17H31N6O4+	Amino acids and Peptides	0.883	Small peptides	0.784	Tripeptides	0.606	Organic acids and derivatives	0.928	Carboxylic acids and derivatives	0.884	Amino acids, peptides, and analogues	0.765	Amino acids and derivatives	0.750	N-acyl-alpha amino acids and derivatives	0.604	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	383.242	248	4.13	690679022357841933	690677245059199905	24908
1	C19H36O6	[M + H]+	C19H37O6+	Fatty acids	0.997	Fatty Acids and Conjugates	0.579	Other Octadecanoids	0.447	Lipids and lipid-like molecules	0.997	Fatty Acyls	0.996	Fatty acids and conjugates	0.770	Long-chain fatty acids	0.693	Long-chain fatty acids	0.693	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Long-chain fatty acids; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	361.259	248	4.13	690679059972363364	690677241959609044	24891
1	C26H47N5O2	[M + Na]+	C26H47N5NaO2+	Terpenoids	0.556	Steroids	0.456	Pregnane steroids	0.036	Lipids and lipid-like molecules	0.936	Steroids and steroid derivatives	0.907					Steroids and steroid derivatives	0.907	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	484.364	248	4.14	690679036853357509	690677261970634473	25323
1	C15H22O2	[M + H]+	C15H23O2+	Terpenoids	0.995	Sesquiterpenoids	0.984	Eremophilane sesquiterpenoids	0.156	Lipids and lipid-like molecules	0.814	Prenol lipids	0.834	Sesquiterpenoids	0.784			Sesquiterpenoids	0.784	Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Organooxygen compounds; Sesquiterpenoids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	235.170	249	4.14	690679023746156765	690677223269789380	24986
1	C23H45NO5	[M + H]+	C23H46NO5+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.994	Fatty Acyls	0.995	Fatty acid esters	0.977	Acyl carnitines	0.986	Acyl carnitines	0.986	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	416.338	250	4.16	690679038321364136	690677254999700730	25531
1	C19H26O4	[M + H]+	C19H27O4+	Terpenoids	0.984	Diterpenoids	0.370	Prenyl quinone meroterpenoids	0.185	Organoheterocyclic compounds	0.897	Benzopyrans	0.662	1-benzopyrans	0.595			1-benzopyrans	0.595	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	319.191	250	4.17	690679044671540820	690677236737700194	25363
1	C21H39NO5	[M + H]+	C21H40NO5+	Fatty acids	1.000	Fatty esters	0.999	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.985	Fatty Acyls	0.988	Fatty acid esters	0.784	Acyl carnitines	0.953	Acyl carnitines	0.953	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	386.291	251	4.18	690679070307129441	690677245193417643	25748
1	C17H40N4O4	[M + Na]+	C17H40N4NaO4+	Fatty acids	0.997	Spingolipids	0.589	Sphingoid bases	0.837	Lipids and lipid-like molecules	0.807	Fatty Acyls	0.831					Fatty Acyls	0.831	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Quaternary ammonium salts; Secondary alcohols; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	387.294	252	4.20	690679079333272590	690677245386355642	25775
1	C19H38O5	[M + H]+	C19H39O5+	Fatty acids	0.999	Octadecanoids	0.767	Other Octadecanoids	0.855	Lipids and lipid-like molecules	0.998	Fatty Acyls	0.996	Fatty acids and conjugates	0.744	Long-chain fatty acids	0.770	Long-chain fatty acids	0.770	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	347.280	252	4.20	690679076166572717	690677240118309458	25752
1	C21H35N5OS	[M + H]+	C21H36N5OS+	Fatty acids	0.269	Fatty amides	0.063	Imidazole alkaloids	0.047	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	N-arylamides	0.674			N-arylamides	0.674	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Triazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; N-arylamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	406.263	252	4.21	690679061759137271	690677252936103017	25792
1	C25H45NO6	[M + H]+	C25H46NO6+	Fatty acids	1.000	Fatty esters	0.999	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.979	Fatty Acyls	0.981	Fatty acid esters	0.902	Acyl carnitines	0.936	Acyl carnitines	0.936	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	456.332	253	4.22	690679060093998229	690677259391137323	25942
1	C19H40N10O3	[M + H]+	C19H41N10O3+	Alkaloids	0.588	Guanidine alkaloids	0.325	Open-chain polyketides	0.234	Organoheterocyclic compounds	0.981	Azoles	0.803					Azoles	0.803	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	457.335	254	4.23	690679071389260011	690677259672155711	25916
1	C19H37NO6S	[M + H]+	C19H38NO6S+	Fatty acids	0.984	Fatty Acids and Conjugates	0.388	Other Octadecanoids	0.228	Lipids and lipid-like molecules	0.959	Fatty Acyls	0.951	Fatty acids and conjugates	0.962	Long-chain fatty acids	0.798	Long-chain fatty acids	0.798	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Hydroxy fatty acids; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	408.242	254	4.24	690679088334250027	690677253481362572	25906
1	C13H25NO4	[M + H]+	C13H26NO4+	Fatty acids	0.824	Fatty Acids and Conjugates	0.639	Aminoacids	0.454	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.922	Amino acids and derivatives	0.921	Amino acids	0.918	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	260.186	255	4.25	690679052607164830	690677226197413737	26052
1	C12H18O2	[M + H]+	C12H19O2+	Fatty acids	0.902	Fatty Acids and Conjugates	0.288	Unsaturated fatty acids	0.390	Organic acids and derivatives	0.613	Carboxylic acids and derivatives	0.584	Monocarboxylic acids and derivatives	0.705			Monocarboxylic acids and derivatives	0.705	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	195.138	255	4.25	690679063063565974	690677219616550446	26138
1	C23H39NO5	[M + H]+	C23H40NO5+	Fatty acids	1.000	Fatty amides	0.630	Fatty acyl carnitines	0.766	Organic acids and derivatives	0.984	Carboxylic acids and derivatives	0.971	Amino acids, peptides, and analogues	0.544	Amino acids and derivatives	0.546	Alpha amino acids and derivatives	0.637	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	410.291	256	4.26	690679084257385803	690677253921764522	26116
1	C22H41NO5	[M + H]+	C22H42NO5+	Fatty acids	1.000	Fatty esters	0.996	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.975	Fatty Acyls	0.981	Fatty acid esters	0.574	Acyl carnitines	0.830	Acyl carnitines	0.830	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	400.306	256	4.27	690679087084346867	690677252193711169	26224
1	C30H43N7O6	[M + H]+	C30H44N7O6+	Amino acids and Peptides	0.879	Oligopeptides	0.926	Cyclic peptides	0.112	Organic acids and derivatives	0.998	Carboxylic acids and derivatives	0.990	Amino acids, peptides, and analogues	0.873	Amino acids and derivatives	0.856	Alpha amino acids and derivatives	0.847	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	598.336	257	4.28	690679082562886841	690677265435129832	26258
1	C13H22O4	[M + H]+	C13H23O4+	Fatty acids	0.995	Octadecanoids	0.638	12-oxophytodienoic acid metabolites	0.439	Lipids and lipid-like molecules	0.992	Fatty Acyls	0.992	Lineolic acids and derivatives	0.536			Lineolic acids and derivatives	0.536	Organic compounds; Lipids and lipid-like molecules; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Lineolic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Methyl esters; Fatty acid methyl esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	243.160	257	4.28	690679055543177806	690677224146398966	26048
1	C18H32O2	[M + H]+	C18H33O2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.930	Unsaturated fatty acids	0.955	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.982	Lineolic acids and derivatives	0.690			Lineolic acids and derivatives	0.690	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Straight chain fatty acids; Unsaturated fatty acids; Lineolic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	281.248	258	4.29	690679055614481014	690677228911128570	26163
1	C18H36O4	[M + H]+	C18H37O4+	Fatty acids	1.000	Octadecanoids	0.722	Other Octadecanoids	0.874	Lipids and lipid-like molecules	0.991	Fatty Acyls	0.989	Fatty acids and conjugates	0.954	Long-chain fatty acids	0.915	Long-chain fatty acids	0.915	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	317.269	258	4.30	690679070290352212	690677236410544457	26244
1	C18H34O3	[M + H]+	C18H35O3+	Fatty acids	0.999	Octadecanoids	0.871	Other Octadecanoids	0.947	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.985	Fatty acids and conjugates	0.938	Long-chain fatty acids	0.929	Long-chain fatty acids	0.929	Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	299.258	258	4.30	690679086765579732	690677231691952272	26202
1	C25H47NO5	[M + H]+	C25H48NO5+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.990	Fatty Acyls	0.990	Fatty acid esters	0.951	Acyl carnitines	0.974	Acyl carnitines	0.974	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	442.353	259	4.31	690679057875211043	690677258376115675	26337
1	C21H37NO4	[M + H]+	C21H38NO4+	Fatty acids	1.000	Fatty esters	1.000	Fatty acyl carnitines	1.000	Lipids and lipid-like molecules	0.986	Fatty Acyls	0.987	Fatty acid esters	0.944	Acyl carnitines	0.971	Acyl carnitines	0.971	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Hydroxy acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	368.280	259	4.32	690679057795519219	690677242995602197	26413
